Week,Date,Year,Month,"Region (North, Central, South)",County,Site,Site Code,Time (24hr),Temp (oC),Salinity (ppt),Tide,Pseudo-nitzschia TOTAL (cells/L),Pseudo-nitzschia count LG (cells/L),Pseudo-nitzschia count SM (cells/L),Pseudo-nitzschia  americana (cells/L),Alexandrium (cells/L),Dinophysis (cells/L),H2O ELISA pDA (ng/L),%B/BO,Extract vol (ml),Dilution Factor,Comments,,
4,01/22/18,2018,January,North,Clatsop,Clatsop Sunset,SUN,9:25,9.9,,Outgoing,"6,000","1,000","5,000",,0,0,N/A,,,,,,
6,02/05/18,2018,February,North,Clatsop,Cannon Beach Tolovana,CBT,10:40,11.1,,Incoming,"6,000","1,000","5,000",,"1,000",0,N/A,,,,,,
6,02/05/18,2018,February,North,Tillamook,Cape Meares,CAP,12:20,11.2,,,"2,000","1,000","1,000",,"1,000",0,N/A,,,,,,
6,02/05/18,2018,February,North,Clatsop,Clatsop Seaside,SEA,10:10,11.1,,Low,"1,000",0,"1,000",,0,0,N/A,,,,,,
6,02/05/18,2018,February,North,Clatsop,Clatsop South Jetty,CSJ,9:05,10.4,,Outgoing,"4,000","3,000","1,000",,0,0,N/A,,,,,,
6,02/05/18,2018,February,North,Clatsop,Clatsop Sunset,SUN,9:30,10.6,,Outgoing,"2,000","1,000","1,000",,0,0,N/A,,,,,,
6,02/05/18,2018,February,North,Tillamook,Rockaway Beach,ROC,11:30,11.6,,,0,0,0,,0,0,,,,,,,
8,02/20/18,2018,February,North,Clatsop,Cannon Beach Tolovana,CBT,10:40,8.7,,Incoming,"19,000",0,"19,000",,0,0,N/A,,,,,,
8,02/20/18,2018,February,North,Tillamook,Cape Meares,CAP,12:10,9.3,,,"9,000","1,000","8,000",,0,0,N/A,,,,,,
8,02/20/18,2018,February,North,Clatsop,Clatsop Seaside,SEA,10:10,8.0,,Incoming,"27,000",0,"27,000",,0,0,N/A,,,,,,
8,02/20/18,2018,February,North,Clatsop,Clatsop South Jetty,CSJ,9:05,6.8,,Incoming,"31,000","9,000","22,000",,0,0,N/A,,,,,,
8,02/20/18,2018,February,North,Clatsop,Clatsop Sunset,SUN,9:35,7.7,,Incoming,"44,000","10,000","34,000",,0,0,N/A,,,,,,
9,02/27/18,2018,February,South,Coos,Bandon Whiskey Run,BWR,16:20,9.6,,,"7,000","3,000","4,000",,0,0,N/A,,,,,,
9,02/28/18,2018,February,South,Curry,Gold Beach Bailey Beach,GBB,16:45,8.6,,,"60,000","18,000","42,000",,0,"1,000",N/A,,,,,,
9,03/01/18,2018,March,Central,Lincoln,Newport Agate Beach,NAB,17:15,8.5,,Outgoing,"40,000","5,000","35,000",,0,0,,,,,,,
10,03/06/18,2018,March,North,Clatsop,Cannon Beach Tolovana,CBT,11:15,10.5,,Incoming,"12,000","1,000","11,000",,0,0,N/A,,,,,,
10,03/06/18,2018,March,North,Tillamook,Cape Meares,CAP,12:50,11.1,,,"15,000","2,000","13,000",,0,0,N/A,,,,,,
10,03/06/18,2018,March,North,Clatsop,Clatsop Seaside,SEA,10:50,11.1,,Incoming,"52,000","4,000","48,000",,0,0,N/A,,,,,,
10,03/06/18,2018,March,North,Clatsop,Clatsop South Jetty,CSJ,9:00,8.7,,Outgoing,"64,000","20,000","44,000",,0,"1,000",25.30,59.2,,5,,,
10,03/06/18,2018,March,North,Clatsop,Clatsop Sunset,SUN,10:20,10.6,,Incoming,"103,000","26,000","77,000",,0,0,23.00,61.9,,5,,,
13,03/26/18,2018,March,North,Clatsop,Cannon Beach Tolovana,CBT,10:30,9.1,,Outgoing,"17,000","5,000","12,000",,0,0,N/A,,,,,,
13,03/26/18,2018,March,North,Tillamook,Cape Meares,CAP,12:10,10.0,,,"18,000","10,000","8,000",,"1,000","1,000",N/A,,,,,,
13,03/26/18,2018,March,North,Clatsop,Clatsop Seaside,SEA,10:00,9.5,,Outgoing,"27,000","16,000","11,000",,0,0,N/A,,,,,,
13,03/26/18,2018,March,North,Clatsop,Clatsop South Jetty,CSJ,10:30,9.1,,Outgoing,"46,000","20,000","26,000",,0,0,LOW,99.0,,5,,,
13,03/26/18,2018,March,North,Clatsop,Clatsop Sunset,SUN,9:30,9.4,,Outgoing,"59,000","26,000","33,000",,0,0,LOW,88.6,,5,,,
14,04/03/18,2018,April,North,Clatsop,Cannon Beach Tolovana,CBT,11:20,9.8,,Incoming,"25,000","5,000","20,000",,0,0,N/A,,,,,,
14,04/03/18,2018,April,North,Tillamook,Cape Meares,CAP,13:15,11.8,,,"15,000",0,"15,000",,0,0,N/A,,,,,,
14,04/03/18,2018,April,North,Clatsop,Clatsop Seaside,SEA,10:05,9.2,,Incoming,"42,000","4,000","38,000",,0,0,N/A,,,,,,
14,04/03/18,2018,April,North,Clatsop,Clatsop South Jetty,CSJ,9:00,9.0,,Outgoing,"22,000","10,000","12,000",,0,0,N/A,,,,,,
14,04/03/18,2018,April,North,Clatsop,Clatsop Sunset,SUN,9:20,9.1,,Low,"28,000","17,000","11,000",,0,0,N/A,,,,,,
15,04/09/18,2018,April,South,Curry,Brookings,BRO,12:56,11.5,,,"442,000","269,000","173,000",,0,0,LOW,99.5,,5,,,
15,04/09/18,2018,April,North,Clatsop,Cannon Beach Tolovana,CBT,10:35,11.4,,Outgoing,"8,000","3,000","5,000",,0,0,N/A,,,,,,
15,04/09/18,2018,April,North,Tillamook,Cape Meares,CAP,12:00,12.2,,,"37,000","13,000","24,000",,0,0,N/A,,,,,,
15,04/09/18,2018,April,North,Clatsop,Clatsop Seaside,SEA,10:00,10.6,,Outgoing,"23,000","10,000","13,000",,0,0,N/A,,,,,,
15,04/09/18,2018,April,North,Clatsop,Clatsop South Jetty,CSJ,9:00,10.0,,Outgoing,"14,000","9,000","5,000",,0,0,N/A,,,,,,
15,04/09/18,2018,April,North,Clatsop,Clatsop Sunset,SUN,9:25,10.4,,Outgoing,"14,000","4,000","10,000",,0,"2,000",N/A,,,,,,
16,04/16/18,2018,April,North,Clatsop,Cannon Beach Tolovana,CBT,10:00,9.9,,,"43,000","31,000","12,000",,0,0,LOW,111.7,,5,,,
16,04/16/18,2018,April,North,Tillamook,Cape Meares,CAP,11:35,10.4,,Incoming,"51,000","40,000","11,000",,0,0,LOW,103.8,,5,,,
16,04/16/18,2018,April,North,Clatsop,Clatsop Seaside,SEA,9:30,9.9,,,"48,000","34,000","14,000",,0,0,LOW,108.1,,5,,,
16,04/16/18,2018,April,North,Clatsop,Clatsop South Jetty,CSJ,8:30,9.8,,Incoming,"35,000","24,000","11,000",,0,0,N/A,,,,,,
16,04/16/18,2018,April,North,Clatsop,Clatsop Sunset,SUN,8:55,9.7,,Incoming,"48,000","36,000","12,000",,"1,000",0,LOW,112.8,,5,,,
17,04/23/18,2018,April,South,Curry,Brookings,BRO,,12.2,,,"24,000","13,000","11,000",,0,0,N/A,,,,,,
17,04/24/18,2018,April,North,Clatsop,Cannon Beach Tolovana,CBT,10:55,11.6,,Outgoing,"15,000","11,000","4,000",,0,0,N/A,,,,,,
17,04/24/18,2018,April,North,Tillamook,Cape Meares,CAP,12:30,13.0,,,"16,000","13,000","3,000",,0,0,N/A,,,,,,
17,04/24/18,2018,April,North,Clatsop,Clatsop Seaside,SEA,10:00,11.2,,Outgoing,"98,000","48,000","50,000",,0,0,LOW,99.4,,5,,,
17,04/24/18,2018,April,North,Clatsop,Clatsop South Jetty,CSJ,8:45,10.7,,Outgoing,"63,000","56,000","7,000",,0,"1,000",LOW,92.4,,5,,,
17,04/24/18,2018,April,North,Clatsop,Clatsop Sunset,SUN,9:20,11.0,,Outgoing,"42,000","30,000","12,000",,"1,000",0,LOW,106.2,,5,,,
17,04/24/18,2018,April,Central,Lincoln,Lincoln City Salishan,SAL,,13.1,,,"12,000","9,000","3,000",,0,0,,,,,,,
17,04/24/18,2018,April,Central,Lincoln,Newport South Beach,NSB,,11.5,,,"26,000","14,000","12,000",,0,0,,,,,,,
18,04/30/18,2018,April,North,Clatsop,Cannon Beach Tolovana,CBT,10:00,10.1,,Incoming,"111,000","95,000","16,000",,0,0,LOW,106.8,,5,,,
18,04/30/18,2018,April,North,Tillamook,Cape Meares,CAP,11:35,11.5,,,"100,000","89,000","11,000",,"1,000",0,LOW,98.9,,5,,,
18,04/30/18,2018,April,North,Clatsop,Clatsop Seaside,SEA,9:15,10.9,,Incoming,"171,000","161,000","10,000",,0,0,LOW,96.9,,5,,,
18,04/30/18,2018,April,North,Clatsop,Clatsop South Jetty,CSJ,8:15,10.3,,Incoming,"181,000","166,000","15,000",,0,0,LOW,93.6,,5,,,
18,04/30/18,2018,April,North,Clatsop,Clatsop Sunset,SUN,8:45,11.1,,Incoming,"187,000","177,000","10,000",,0,0,LOW,80.2,,5,,,
19,05/07/18,2018,May,South,Curry,Brookings,BRO,,,,,"64,000","52,000","12,000",,0,0,36.95,48.2,,5,,,
19,05/07/18,2018,May,North,Clatsop,Cannon Beach Tolovana,CBT,10:15,13.4,,Outgoing,"153,000","136,000","17,000",,0,0,LOW,93.5,,5,,,
19,05/07/18,2018,May,North,Tillamook,Cape Meares,CAP,11:45,13.5,,,"211,000","190,000","21,000",,0,0,LOW,87.2,,5,,,
19,05/07/18,2018,May,North,Clatsop,Clatsop Seaside,SEA,9:50,13.3,,Outgoing,"208,000","204,000","4,000",,0,"1,000",LOW,105.0,,5,,,
19,05/07/18,2018,May,North,Clatsop,Clatsop South Jetty,CSJ,8:45,12.1,,Outgoing,"310,000","284,000","26,000",,0,0,LOW,90.3,,5,,,
19,05/07/18,2018,May,North,Clatsop,Clatsop Sunset,SUN,9:15,12.6,,Outgoing,"408,000","392,000","16,000",,0,0,LOW,94.8,,5,,,
19,05/07/18,2018,May,Central,Lincoln,Newport South Beach,NSB,,13.0,,,"288,000","241,000","47,000",,"1,000",0,63.34,52.7,,10,,,
20,05/14/18,2018,May,North,Clatsop,Cannon Beach Tolovana,CBT,9:45,13.8,,Incoming,"638,000","596,000","42,000",,0,0,LOW,96.1,,5,,,
20,05/14/18,2018,May,North,Tillamook,Cape Meares,CAP,11:45,14.1,,,"225,000","209,000","16,000",,0,0,LOW,106.7,,5,,,
20,05/14/18,2018,May,North,Clatsop,Clatsop Seaside,SEA,9:15,13.9,,Incoming,"341,000","305,000","36,000",,0,0,LOW,88.9,,5,,,
20,05/14/18,2018,May,North,Clatsop,Clatsop South Jetty,CSJ,8:15,13.3,,Incoming,"431,000","397,000","34,000",,0,0,LOW,97.9,,5,,,
20,05/14/18,2018,May,North,Clatsop,Clatsop Sunset,SUN,8:45,13.7,,Incoming,"535,000","484,000","51,000",,0,0,LOW,100.1,,5,,,
21,05/21/18,2018,May,South,Curry,Brookings,BRO,,,,,"29,000","23,000","6,000",,0,0,LOW,107.8,,5,,,
21,05/21/18,2018,May,North,Clatsop,Cannon Beach Tolovana,CBT,9:45,11.2,,Outgoing,"268,000","246,000","22,000",,0,0,LOW,99.9,,5,,,
21,05/21/18,2018,May,North,Tillamook,Cape Meares,CAP,11:20,11.8,,,"471,000","440,000","31,000",,0,0,LOW,103.7,,5,,,
21,05/21/18,2018,May,North,Clatsop,Clatsop Seaside,SEA,9:25,13.8,,Outgoing,"242,000","218,000","24,000",,0,"1,000",LOW,103.4,,5,,,
21,05/21/18,2018,May,North,Clatsop,Clatsop South Jetty,CSJ,8:15,10.5,,Outgoing,"276,000","234,000","42,000",,0,0,LOW,103.1,,5,,,
21,05/21/18,2018,May,North,Clatsop,Clatsop Sunset,SUN,8:40,11.8,,Outgoing,"433,000","395,000","38,000",,0,0,LOW,107.4,,5,,,
21,05/21/18,2018,May,Central,Lincoln,Newport South Beach,NSB,,13.1,,,"154,000","147,000","7,000",,0,0,14.15,74.2,,5,,,
22,05/29/18,2018,May,North,Clatsop,Cannon Beach Tolovana,CBT,9:10,10.1,,Incoming,"74,000","54,000","20,000",,0,"1,000",LOW,113.1,,5,,,
22,05/29/18,2018,May,North,Tillamook,Cape Meares,CAP,10:40,12.0,,,"114,000","92,000","22,000",,0,0,LOW,104.7,,5,,,
22,05/29/18,2018,May,North,Clatsop,Clatsop Seaside,SEA,8:35,11.7,,Incoming,"680,000","498,000","182,000",,0,0,LOW,102.8,,5,,,
22,05/29/18,2018,May,North,Clatsop,Clatsop South Jetty,CSJ,7:30,10.0,,Low,"226,000","163,000","63,000",,0,0,LOW,107.8,,5,,,
22,05/29/18,2018,May,North,Clatsop,Clatsop Sunset,SUN,8:00,10.4,,Incoming,"331,000","254,000","77,000",,0,0,LOW,90.7,,5,,,
23,06/04/18,2018,June,South,Curry,Brookings,BRO,12:30,,,,"84,000","80,000","4,000",,"1,000",0,LOW,103.0,,5,,,
23,06/04/18,2018,June,North,Clatsop,Cannon Beach Tolovana,CBT,10:10,12.2,,Outgoing,"46,000","19,000","27,000",,0,"1,000",N/A,,,,,,
23,06/04/18,2018,June,North,Tillamook,Cape Meares,CAP,11:35,14.2,,,"80,000","39,000","41,000",,"1,000",0,N/A,,,,,,
23,06/04/18,2018,June,North,Clatsop,Clatsop Seaside,SEA,9:30,13.4,,Outgoing,"74,000","42,000","32,000",,0,0,N/A,,,,,,
23,06/04/18,2018,June,North,Clatsop,Clatsop South Jetty,CSJ,8:30,12.1,,Outgoing,"39,000","22,000","17,000",,0,0,N/A,,,,,,
23,06/04/18,2018,June,North,Clatsop,Clatsop Sunset,SUN,9:00,12.7,,Outgoing,"141,000","78,000","63,000",,0,0,N/A,,,,,,
23,06/04/18,2018,June,Central,Lincoln,Newport South Beach,NSB,,15.0,,,"300,000","251,000","49,000",,0,0,19.87,65.8,,5,,,
24,06/11/18,2018,June,North,Clatsop,Cannon Beach Tolovana,CBT,9:35,15.6,,Incoming,"15,000","9,000","6,000",,0,0,N/A,,,,,,
24,06/11/18,2018,June,North,Tillamook,Cape Meares,CAP,11:05,15.4,,,"16,000","14,000","2,000",,0,0,N/A,,,,,,
24,06/11/18,2018,June,North,Clatsop,Clatsop Seaside,SEA,9:00,15.5,,Incoming,"18,000","10,000","8,000",,0,0,N/A,,,,,,
24,06/11/18,2018,June,North,Clatsop,Clatsop South Jetty,CSJ,8:00,13.9,,Incoming,"23,000","13,000","10,000",,"1,000",0,N/A,,,,,,
24,06/11/18,2018,June,North,Clatsop,Clatsop Sunset,SUN,8:25,14.4,,Incoming,"32,000","20,000","12,000",,"1,000",0,N/A,,,,,,
25,06/18/18,2018,June,North,Clatsop,Cannon Beach Tolovana,CBT,10:20,13.3,,Outgoing,"112,000","87,000","25,000",,"1,000",0,LOW,101.7,,5,,,
25,06/18/18,2018,June,North,Tillamook,Cape Meares,CAP,12:00,14.3,,,"129,000","116,000","13,000",,0,0,LOW,93.1,,5,,,
25,06/18/18,2018,June,North,Clatsop,Clatsop Seaside,SEA,9:55,16.3,,Outgoing,"228,000","173,000","55,000",,0,0,LOW,107.7,,5,,,
25,06/18/18,2018,June,North,Clatsop,Clatsop South Jetty,CSJ,8:40,13.2,,Outgoing,"102,000","62,000","40,000",,0,0,LOW,93.9,,5,,,
25,06/18/18,2018,June,North,Clatsop,Clatsop Sunset,SUN,9:15,13.1,,Outgoing,"137,000","108,000","29,000",,0,0,LOW,98.5,,5,,,
25,06/18/18,2018,June,Central,Lincoln,Newport South Beach,NSB,,12.2,,,"113,000","97,000","16,000",,"1,000",0,19.51,66.3,,5,,,
25,06/19/18,2018,June,South,Curry,Brookings,BRO,13:00,11.7,,,"10,000","9,000","1,000",,0,0,LOW,98.8,,1,,,
26,06/25/18,2018,June,North,Clatsop,Cannon Beach Tolovana,CBT,10:35,10.8,,Incoming,"323,000","277,000","46,000",,0,0,2.27,78.9,,1,,,
26,06/25/18,2018,June,North,Tillamook,Cape Meares,CAP,12:05,13.2,,,"511,000","459,000","52,000",,"1,000",0,2.95,73.3,,1,,,
26,06/25/18,2018,June,North,Clatsop,Clatsop Seaside,SEA,10:05,14.2,,Incoming,"605,000","502,000","103,000",,"1,000","1,000",LOW,88.8,,1,,,
26,06/25/18,2018,June,North,Clatsop,Clatsop South Jetty,CSJ,8:55,11.0,,Incoming,"407,000","313,000","94,000",,"1,000",0,5.34,57.7,,1,,,
26,06/25/18,2018,June,North,Clatsop,Clatsop Sunset,SUN,9:30,12.5,,Incoming,"645,000","551,000","94,000",,"2,000","4,000",6.01,54.3,,1,,,
27,07/02/18,2018,July,North,Clatsop,Cannon Beach Tolovana,CBT,10:05,11.7,,Low,"1,135,000","919,000","216,000",,0,0,15.80,51.0,,1&5 avg,,,
27,07/02/18,2018,July,North,Tillamook,Cape Meares,CAP,11:40,13.2,,,"948,000","545,000","403,000",,0,0,9.07,42.3,,1,,,
27,07/02/18,2018,July,North,Clatsop,Clatsop Seaside,SEA,9:30,14.0,,Outgoing,"419,000","366,000","53,000",,0,0,9.27,53.4,,1,,,
27,07/02/18,2018,July,North,Clatsop,Clatsop South Jetty,CSJ,8:30,11.4,,Outgoing,"580,000","460,000","120,000",,0,"1,000",43.59,43.5,,5,,,
27,07/02/18,2018,July,North,Clatsop,Clatsop Sunset,SUN,8:55,12.3,,Outgoing,"428,000","352,000","76,000",,0,"1,000",23.02,61.8,,5,,,
27,07/02/18,2018,July,Central,Lincoln,Newport South Beach,NSB,,10.1,,,"125,000","86,000","39,000",,0,0,1.90,82.2,,1,,,
28,07/09/18,2018,July,North,Clatsop,Cannon Beach Tolovana,CBT,9:30,15.2,,Incoming,"284,000","237,000","47,000",,"1,000",0,3.43,69.6,,1,,,
28,07/09/18,2018,July,North,Tillamook,Cape Meares,CAP,11:00,16.0,,,"74,000","63,000","11,000",,0,0,LOW,101.9,,1,,,
28,07/09/18,2018,July,North,Clatsop,Clatsop Seaside,SEA,9:00,16.3,,Incoming,"104,000","90,000","14,000",,0,0,LOW,89.0,,1,,,
28,07/09/18,2018,July,North,Clatsop,Clatsop South Jetty,CSJ,8:05,15.5,,Incoming,"176,000","140,000","36,000",,"1,000",0,LOW,89.1,,1,,,
28,07/09/18,2018,July,North,Clatsop,Clatsop Sunset,SUN,8:30,16.0,,Incoming,"278,000","234,000","44,000",,0,0,LOW,90.7,,1,,,
28,07/09/18,2018,July,Central,Lincoln,Lincoln City Salishan,SAL,14:27,16.0,,Outgoing,"724,000","672,000","52,000",,0,0,2.54,76.6,,1,,,
28,07/15/18,2018,July,South,Curry,Gold Beach Bailey Beach,GBB,8:30,11.3,,,"204,000","186,000","18,000",,0,0,,,,,,,
29,07/16/18,2018,July,South,Coos,Bandon Whiskey Run,BWR,9:30,9.6,,,"47,000","39,000","8,000",,0,0,,,,,,,
29,07/16/18,2018,July,South,Curry,Brookings,BRO,12:21,16.7,,,"325,000","322,000","3,000",,0,0,,,,,,,
29,07/17/18,2018,July,North,Clatsop,Cannon Beach Tolovana,CBT,15:00,15.4,,Incoming,"163,000","158,000","5,000",,0,"1,000",N/A,,,,,,
29,07/17/18,2018,July,North,Tillamook,Cape Meares,CAP,13:30,12.8,,,"99,000","89,000","10,000",,0,0,N/A,,,,,,
29,07/17/18,2018,July,North,Clatsop,Clatsop Seaside,SEA,15:30,15.5,,Incoming,"547,000","543,000","4,000",,"1,000",0,N/A,,,,,,
29,07/17/18,2018,July,North,Clatsop,Clatsop South Jetty,CSJ,16:25,13.2,,Incoming,"167,000","166,000","1,000",,0,0,N/A,,,,,,
29,07/17/18,2018,July,North,Clatsop,Clatsop Sunset,SUN,16:00,15.8,,Incoming,"400,000","399,000","1,000",,0,"1,000",N/A,,,,,,
29,07/17/18,2018,July,Central,Lincoln,Newport South Beach,NSB,9:15,10.1,,Outgoing,"226,000","204,000","22,000",,0,0,,,,,,,
30,07/23/18,2018,July,North,Clatsop,Cannon Beach Tolovana,CBT,10:20,10.0,,Incoming,"163,000","132,000","31,000",,0,0,N/A,,,,,,
30,07/23/18,2018,July,North,Tillamook,Cape Meares,CAP,11:45,10.8,,,"26,000","24,000","2,000",,0,0,N/A,,,,,,
30,07/23/18,2018,July,North,Clatsop,Clatsop Seaside,SEA,9:40,11.9,,Incoming,"757,000","675,000","82,000",,0,0,3.45,69.5,,1,,,
30,07/23/18,2018,July,North,Clatsop,Clatsop South Jetty,CSJ,8:30,9.6,,Incoming,"39,000","38,000","1,000",,0,0,N/A,,,,,,
30,07/23/18,2018,July,North,Clatsop,Clatsop Sunset,SUN,8:55,10.7,,Incoming,"192,000","173,000","19,000",,0,0,N/A,,,,,,
30,07/24/18,2018,July,Central,Lincoln,Lincoln City Salishan,SAL,13:35,11.0,,Outgoing,"32,000","29,000","3,000",,0,0,,,,,,,
31,07/30/18,2018,July,North,Clatsop,Cannon Beach Tolovana,CBT,10:40,15.8,,Incoming,"514,000","467,000","47,000",,0,0,N/A,,,,,,
31,07/30/18,2018,July,North,Tillamook,Cape Meares,CAP,12:15,13.9,,,"211,000","204,000","7,000",,0,0,N/A,,,,,,
31,07/30/18,2018,July,North,Clatsop,Clatsop Seaside,SEA,10:10,15.2,,Incoming,"496,000","452,000","44,000",,0,0,N/A,,,,,,
31,07/30/18,2018,July,North,Clatsop,Clatsop South Jetty,CSJ,8:50,11.9,,Low,"235,000","221,000","14,000",,0,0,N/A,,,,,,
31,07/30/18,2018,July,North,Clatsop,Clatsop Sunset,SUN,9:30,14.4,,Incoming,"183,000","163,000","20,000",,0,0,N/A,,,,,,
31,07/31/18,2018,July,Central,Lincoln,Newport South Beach,NSB,11:30,12.6,,Incoming,"1,009,000","994,000","15,000",,0,0,1.67,84.3,,1,,,
32,08/06/18,2018,August,North,Clatsop,Cannon Beach Tolovana,CBT,10:30,11.4,,Outgoing,"53,000","48,000","5,000",,0,"1,000",N/A,,,,,,
32,08/06/18,2018,August,North,Tillamook,Cape Meares,CAP,11:50,12.2,,,"209,000","195,000","14,000",,0,0,N/A,,,,,,
32,08/06/18,2018,August,North,Clatsop,Clatsop Seaside,SEA,9:45,15.0,,Outgoing,"62,000","57,000","5,000",,0,0,N/A,,,,,,
32,08/06/18,2018,August,North,Clatsop,Clatsop South Jetty,CSJ,9:00,12.9,,High,"175,000","145,000","30,000",,0,0,N/A,,,,,,
32,08/06/18,2018,August,North,Clatsop,Clatsop Sunset,SUN,9:25,14.3,,Outgoing,"233,000","197,000","36,000",,0,0,N/A,,,,,,
32,08/07/18,2018,August,South,Curry,Brookings,BRO,10:30,13.9,,,"82,000","82,000",0,,0,0,N/A,,,,,,
33,08/13/18,2018,August,North,Clatsop,Cannon Beach Tolovana,CBT,11:20,12.5,,Incoming,"38,000","36,000","2,000",,0,0,N/A,,,,,,
33,08/13/18,2018,August,North,Tillamook,Cape Meares,CAP,13:00,14.4,,,"21,000","21,000",0,,0,0,N/A,,,,,,
33,08/13/18,2018,August,North,Clatsop,Clatsop Seaside,SEA,10:30,15.4,,Incoming,"17,000","15,000","2,000",,"2,000",0,N/A,,,,,,
33,08/13/18,2018,August,North,Clatsop,Clatsop South Jetty,CSJ,9:20,12.4,,Incoming,"218,000","203,000","15,000",,0,0,N/A,,,,,,
33,08/16/18,2018,August,North,Clatsop,Clatsop Sunset,SUN,9:50,14.2,,Incoming,"118,000","104,000","14,000",,0,0,N/A,,,,,,
34,08/20/18,2018,August,North,Clatsop,Cannon Beach Tolovana,CBT,11:00,11.5,,Outgoing,"4,000","4,000",0,,0,0,N/A,,,,,,
34,08/20/18,2018,August,North,Tillamook,Cape Meares,CAP,12:40,11.8,,,"9,000","8,000","1,000",,0,0,N/A,,,,,,
34,08/20/18,2018,August,North,Clatsop,Clatsop Seaside,SEA,10:15,14.6,,Outgoing,"8,000","4,000","4,000",,0,"1,000",N/A,,,,,,
34,08/20/18,2018,August,North,Clatsop,Clatsop South Jetty,CSJ,9:15,12.7,,Incoming,"3,000","3,000",0,,0,0,N/A,,,,,,
34,08/20/18,2018,August,North,Clatsop,Clatsop Sunset,SUN,9:45,13.3,,High,"11,000","11,000",0,,0,0,N/A,,,,,,
35,08/27/18,2018,August,North,Clatsop,Cannon Beach Tolovana,CBT,10:25,14.8,,Incoming,"2,000","2,000",0,,0,"1,000",N/A,,,,,,
35,08/27/18,2018,August,North,Tillamook,Cape Meares,CAP,12:00,14.2,,,"14,000","14,000",0,,0,0,N/A,,,,,,
35,08/27/18,2018,August,North,Clatsop,Clatsop Seaside,SEA,9:35,16.2,,Incoming,"6,000","6,000",0,,0,0,N/A,,,,,,
35,08/27/18,2018,August,North,Clatsop,Clatsop South Jetty,CSJ,8:30,14.3,,Incoming,"5,000","5,000",0,,0,0,N/A,,,,,,
35,08/27/18,2018,August,North,Clatsop,Clatsop Sunset,SUN,9:00,14.7,,Incoming,"2,000","1,000","1,000",,0,0,N/A,,,,,,
35,08/27/18,2018,August,Central,Lincoln,Newport South Beach,NSB,13:00,14.1,,Incoming,"36,000","35,000","1,000",,0,0,,,,,,,
35,08/28/18,2018,August,South,Curry,Brookings,BRO,10:00,15.0,,,"352,000","349,000","3,000",,0,0,2.62,75.9,,1,,,
36,09/04/18,2018,September,South,Curry,Brookings,BRO,11:00,14.8,,,"93,000","92,000","1,000",,0,0,546.82,47.7,,50&100 avg,,,
36,09/04/18,2018,September,North,Clatsop,Cannon Beach Tolovana,CBT,10:20,11.7,,Outgoing,"4,000","2,000","2,000",,0,0,N/A,,,,,,
36,09/04/18,2018,September,North,Tillamook,Cape Meares,CAP,11:55,11.8,,,"6,000","5,000","1,000",,0,0,N/A,,,,,,
36,09/04/18,2018,September,North,Clatsop,Clatsop Seaside,SEA,9:50,12.0,,Outgoing,"3,000","3,000",0,,0,0,N/A,,,,,,
36,09/04/18,2018,September,North,Clatsop,Clatsop South Jetty,CSJ,8:45,11.9,,High,"2,000","2,000",0,,0,0,N/A,,,,,,
36,09/04/18,2018,September,North,Clatsop,Clatsop Sunset,SUN,9:15,10.4,,Outgoing,"4,000","4,000",0,,0,0,N/A,,,,,,
36,09/05/18,2018,September,South,Curry,Gold Beach Bailey Beach,GBB,8:30,10.9,,,"39,000","31,000","8,000",,0,0,62.98,52.9,,10,,,
37,09/10/18,2018,September,North,Clatsop,Cannon Beach Tolovana,CBT,14:55,15.8,,Outgoing,"55,000","53,000","2,000",,0,0,N/A,,,,,,
37,09/10/18,2018,September,North,Tillamook,Cape Meares,CAP,9:45,15.3,,,"73,000","69,000","4,000",,"1,000",0,N/A,,,,,,
37,09/10/18,2018,September,North,Clatsop,Clatsop Seaside,SEA,15:15,15.0,,Outgoing,"32,000","30,000","2,000",,0,"3,000",N/A,,,,,,
37,09/11/18,2018,September,North,Clatsop,Clatsop South Jetty,CSJ,9:45,16.1,,Incoming,"52,000","45,000","7,000",,0,"1,000",N/A,,,,,,
37,09/11/18,2018,September,North,Clatsop,Clatsop Sunset,SUN,10:15,16.4,,Incoming,"77,000","67,000","10,000",,0,"2,000",N/A,,,,,,
38,09/17/18,2018,September,South,Curry,Brookings,BRO,10:00,13.8,,,"814,000","808,000","6,000",,0,0,933.24,53.2,,100,,,
38,09/17/18,2018,September,North,Clatsop,Cannon Beach Tolovana,CBT,9:25,15.3,,Outgoing,"30,000","28,000","2,000",,0,0,N/A,,,,,,
38,09/17/18,2018,September,North,Tillamook,Cape Meares,CAP,11:00,15.6,,,"22,000","22,000",0,,0,0,N/A,,,,,,
38,09/17/18,2018,September,North,Clatsop,Clatsop Seaside,SEA,9:00,14.8,,Outgoing,"104,000","85,000","19,000",,0,"4,000",N/A,,,,,,
38,09/17/18,2018,September,North,Clatsop,Clatsop South Jetty,CSJ,7:55,14.5,,High,"67,000","49,000","18,000",,0,"3,000",N/A,,,,,,
38,09/17/18,2018,September,North,Clatsop,Clatsop Sunset,SUN,8:20,14.6,,Outgoing,"114,000","103,000","11,000",,0,"2,000",LOW,107.4,,10,"pDA ND with 10,25,&50x dilutions. Did not run lower dilutions.",,
